Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Malaysia,13.46009,13.87521,14.30829,14.75262,15.19792,15.64911,16.11117,16.5789,17.05511,17.47198,17.88222,18.37607,18.86191,19.33822,19.83502,20.33903,20.85669,21.40715,21.97723,22.55341,23.15128,23.73736,24.28261,24.8804,25.47547,25.96812,26.43216,26.89556,27.35776,27.81787,28.27473
Maldives,0.15287,0.15725,0.1619,0.16685,0.1721,0.1773,0.18461,0.19221,0.20008,0.2082,0.21661,0.22722,0.23785,0.24691,0.25338,0.26058,0.27053,0.27571,0.28118,0.29148,0.29998,0.30591,0.31186,0.31849,0.3266,0.33625,0.34812,0.36497,0.38593,0.39633,0.39565
Mongolia,1.66238,1.70883,1.75603,1.805,1.85569,1.9077,1.9608,2.01513,2.07072,2.1606,2.21754,2.27038,2.31795,2.35969,2.40065,2.44704,2.49485,2.53922,2.58152,2.62305,2.66376,2.70447,2.74455,2.78408,2.82457,2.86599,2.9084,2.95179,2.99608,3.04114,3.08692
Nauru,0.00771,0.00785,0.008,0.00815,0.00833,0.00852,0.00871,0.00891,0.0091,0.0093,0.00949,0.00967,0.00983,0.00982,0.00982,0.00982,0.00983,0.00987,0.00989,0.00987,0.00986,0.00989,0.00992,0.00993,0.00997,0.01001,0.00957,0.00912,0.00916,0.00921,0.00927
Nepal,14.66525,15.01086,15.37507,15.75685,16.15506,16.56998,17.00221,17.45269,17.92208,18.41093,18.91826,19.44833,20.03337,20.64137,21.24674,21.87667,22.50257,23.10934,23.70029,24.26987,24.81816,25.33561,25.81505,26.27538,26.70832,27.09387,27.45895,27.82789,28.19696,28.56338,28.95185
New Caledonia,0.1394,0.1425,0.145,0.14658,0.14966,0.15259,0.15558,0.15873,0.16194,0.16512,0.1689,0.17333,0.17776,0.18246,0.18745,0.19178,0.19553,0.19938,0.20324,0.20718,0.21119,0.21528,0.21944,0.22369,0.22802,0.2324,0.23651,0.24045,0.24445,0.24841,0.25235
New Zealand,3.16815,3.18345,3.2149,3.25645,3.29609,3.32181,3.33863,3.35049,3.35931,3.37554,3.41168,3.4532,3.49155,3.53464,3.5843,3.64018,3.69501,3.73642,3.76231,3.78176,3.8004,3.83576,3.89633,3.95813,4.00601,4.04606,4.0878,4.13018,4.1713,4.21126,4.25012
Niue,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00212,0.00213,0.00215,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216
Pakistan,85.21912,90.97508,94.09612,96.88143,99.35434,102.07865,105.23962,108.58408,112.02109,115.41922,118.81619,122.24818,124.96177,127.56273,130.74625,134.18537,137.91117,141.4455,144.88529,148.3792,152.42904,156.79544,160.26923,163.16564,166.22361,169.27864,172.38187,175.49508,178.47939,181.45728,184.40479
Papua New Guinea,2.8464,2.91716,2.991,3.0676,3.1469,3.22893,3.31375,3.40147,3.49213,3.58588,3.68283,3.78309,3.8866,3.99325,4.1031,4.21589,4.33107,4.44837,4.5678,4.68932,4.81279,4.93745,5.0626,5.18811,5.31389,5.43977,5.56556,5.69109,5.81623,5.94078,6.06452
Philippines,50.94018,52.2276,53.55718,54.88541,56.25788,57.70569,59.18595,60.64811,62.08071,63.55467,65.08772,66.57223,67.97776,69.41697,70.94455,72.59743,74.33582,76.05706,77.74055,79.44813,81.22208,83.09528,84.93641,86.75169,88.62179,90.43579,92.26694,94.15747,96.06168,97.9766,99.90018
Samoa,0.15904,0.16092,0.16074,0.16066,0.16066,0.16074,0.16086,0.1611,0.16152,0.1621,0.16283,0.16369,0.1648,0.16612,0.16748,0.16889,0.17033,0.17181,0.17331,0.17476,0.17621,0.17779,0.17943,0.18109,0.18277,0.18449,0.18625,0.18796,0.1895,0.1909,0.192
Singapore,2.4139,2.53537,2.65187,2.68926,2.7433,2.7499,2.75007,2.79455,2.86927,2.95775,3.0471,3.14458,3.23587,3.32815,3.42798,3.54287,3.67228,3.80231,3.90453,3.96775,4.03675,4.12023,4.19778,4.27679,4.35389,4.42572,4.49215,4.55301,4.60817,4.65754,4.70107
Solomon Islands,0.23077,0.23874,0.24693,0.25535,0.26401,0.27293,0.28212,0.29154,0.30118,0.31104,0.32113,0.33147,0.34204,0.35284,0.36385,0.37507,0.38649,0.39809,0.40984,0.42172,0.43373,0.44591,0.45822,0.47065,0.48317,0.49575,0.50838,0.52107,0.53378,0.54649,0.5592
Sri Lanka,15.05597,15.31549,15.57547,15.78446,15.97692,16.18811,16.42379,16.66312,16.90308,17.14229,17.36508,17.55905,17.75561,17.99715,18.24706,18.47588,18.67967,18.8682,19.05566,19.24104,19.43587,19.64627,19.87007,20.09749,20.30327,20.50426,20.71793,20.92632,21.12877,21.32479,21.51399
Taiwan,17.84832,18.17743,18.50139,18.80339,19.08335,19.33736,19.55558,19.7578,19.9761,20.20754,20.27825,20.49209,20.6872,20.88606,21.09325,21.29041,21.45771,21.63853,21.83444,22.00781,22.18286,22.33581,22.45063,22.54347,22.62239,22.70108,22.78187,22.85887,22.92095,22.97435,23.02496
Thailand,47.02576,47.9365,48.82716,49.69425,50.53378,51.34181,52.12948,52.91034,53.68343,54.44569,55.19672,55.94196,56.69281,57.44296,58.19106,58.94228,59.67497,60.36736,61.03791,61.63419,62.15674,62.68514,63.21312,63.73055,64.24084,64.7426,65.23501,65.71702,66.18726,66.64481,67.0895
Tonga,0.09136,0.09177,0.0922,0.09263,0.09288,0.09335,0.09374,0.094,0.09332,0.09278,0.09212,0.09126,0.09214,0.09378,0.09444,0.0952,0.0962,0.09744,0.09887,0.10051,0.10235,0.10426,0.10616,0.10817,0.11026,0.11245,0.11471,0.11694,0.11901,0.1209,0.12258
U.S. Pacific Islands,0.13796,0.14283,0.14762,0.15281,0.15825,0.16406,0.17104,0.17903,0.18841,0.1998,0.21367,0.2207,0.22761,0.23438,0.22598,0.23015,0.23427,0.2384,0.24244,0.2463,0.24999,0.25365,0.25739,0.26116,0.26494,0.25814,0.24957,0.24888,0.24678,0.24424,0.24221
Vanuatu,0.11679,0.12026,0.12379,0.12738,0.13103,0.13473,0.13848,0.14227,0.14612,0.15,0.15388,0.15772,0.16152,0.16526,0.16894,0.17255,0.1761,0.17962,0.18309,0.18651,0.18986,0.19317,0.19646,0.19971,0.20293,0.20609,0.20922,0.21234,0.21545,0.21852,0.22155
Vietnam,53.7152,54.90268,56.14218,57.43635,58.76204,60.09307,61.43983,62.82649,64.21135,65.86848,67.25811,68.63827,69.97972,71.28515,72.55954,73.78339,74.94655,76.05286,77.1075,78.14167,79.17798,80.20948,81.25796,82.29659,83.35245,84.42493,85.47054,86.51885,87.55836,88.57676,89.57113
World,4451.32679,4534.01064,4613.94102,4694.9362,4775.05313,4856.52116,4940.1947,5026.35348,5113.1907,5199.68056,5286.92957,5369.79076,5454.29816,5536.20819,5616.68132,5697.40615,5777.31836,5858.37302,5935.74132,6012.44075,6088.68355,6165.32364,6241.71768,6317.4264,6393.12094,6469.12974,6545.88444,6623.57196,6700.76588,6776.91747,6853.01941
